path,label,split,hash,all_labels
../foodsg-233\Mee soto\XKI5LWUVWT8R1CJTYFS0WXLH.jpg,Mee soto,all,0acf8594007874efdcdb8937df701f17,"['Mee soto', 'Soto ayam']"
../foodsg-233\Soto ayam\TKG8XCRJ22NEKPP700I8OTTI.jpg,Soto ayam,all,0acf8594007874efdcdb8937df701f17,"['Mee soto', 'Soto ayam']"
../foodsg-233\green leafy vegetables\I45KVFV74WBUXLI68AVOG2CJ.jpg,green leafy vegetables,all,0adee21a82dd4e46370a328ba63ddec2,"['green leafy vegetables', 'mixed vegetables']"
../foodsg-233\mixed vegetables\1B7V5UI62JI346ZN0R5DTXFY.jpg,mixed vegetables,all,0adee21a82dd4e46370a328ba63ddec2,"['green leafy vegetables', 'mixed vegetables']"
../foodsg-233\Soto ayam\9066XWM0HSTU4EFU2EEO3NKX.jpg,Soto ayam,all,0ae04c4e7a62a6990536b093956a794d,"['Soto ayam', 'Mee soto']"
../foodsg-233\Mee soto\I1AKINHBF4X846EDMCKUOP04.jpg,Mee soto,all,0ae04c4e7a62a6990536b093956a794d,"['Soto ayam', 'Mee soto']"
../foodsg-233\fried prawn\EK723MTAQ64FZCYNL5BL8LKG.jpg,fried prawn,all,0af7ae11f7bbb74a97d36d6a3eed4e20,"['fried prawn', 'drunken prawn']"
../foodsg-233\drunken prawn\5NB3PUERP320L3WYD7ZS504O.jpg,drunken prawn,all,0af7ae11f7bbb74a97d36d6a3eed4e20,"['fried prawn', 'drunken prawn']"
../foodsg-233\bakso\ZGGM975L221DVHV0KHND4YVY.jpg,bakso,all,0b46f47b1a43f9ef5b0afb525384cf77,"['bakso', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\4FCDP2BSVUZ5WN53E9TZ8CUF.jpg","Bee hoon, soto",all,0b46f47b1a43f9ef5b0afb525384cf77,"['bakso', 'Bee hoon, soto']"
../foodsg-233\Porridge\DJYYD13FG014506P2C9T07SX.jpg,Porridge,all,0b7eb6b87219f3dee4617f5b3e2b8bc5,"['Porridge', 'Chinese fritters']"
../foodsg-233\Chinese fritters\TVHL45K20EIRZF1X3NT1ZGPB.jpg,Chinese fritters,all,0b7eb6b87219f3dee4617f5b3e2b8bc5,"['Porridge', 'Chinese fritters']"
../foodsg-233\Fruit juice\0ML69O6ZT96J1QJKBE3T50R3.jpg,Fruit juice,all,0b9098fa098acf8b9a69f2f3562c2416,"['Fruit juice', 'pineapple']"
../foodsg-233\pineapple\DBITXDEH6FG2RMWT5TA3F0OA.jpg,pineapple,all,0b9098fa098acf8b9a69f2f3562c2416,"['Fruit juice', 'pineapple']"
../foodsg-233\Lontong with sayur lodeh\RKE5K5SMTS6MKEE8FYS9P28N.jpg,Lontong with sayur lodeh,all,0bac114560e8a5ede744c831766cf2c4,"['Lontong with sayur lodeh', 'lontong']"
../foodsg-233\lontong\0NPSVC7TTL9H9FVJY2M3FHCG.jpg,lontong,all,0bac114560e8a5ede744c831766cf2c4,"['Lontong with sayur lodeh', 'lontong']"
../foodsg-233\Soto ayam\EY19E5S2QRE7HEMHGBPTM0RK.jpg,Soto ayam,all,0bb821e1be56f711eeaff420c8e99cc9,"['Soto ayam', 'Mee soto', 'Bee hoon, soto']"
../foodsg-233\Mee soto\MTDCWU8DEE20ZVDYM5GDXHZ5.jpg,Mee soto,all,0bb821e1be56f711eeaff420c8e99cc9,"['Soto ayam', 'Mee soto', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\NH6MC2Y1KT8LTDG3KLOD8AB4.jpg","Bee hoon, soto",all,0bb821e1be56f711eeaff420c8e99cc9,"['Soto ayam', 'Mee soto', 'Bee hoon, soto']"
../foodsg-233\satay\RL8LWRTGSRO9Q8B7NL96RG9J.jpg,satay,all,0bf7b9062507b0817a834974f3d8c04c,"['satay', 'satay bee hoon']"
../foodsg-233\satay bee hoon\6Y1L1O8UEDSQR59QI8PVVWWF.jpg,satay bee hoon,all,0bf7b9062507b0817a834974f3d8c04c,"['satay', 'satay bee hoon']"
../foodsg-233\chilli crab\DTX84AYR2NVZCI57A2276CA5.jpg,chilli crab,all,0c0b968b3087af53989f79274d9cf23a,"['chilli crab', 'black pepper crab']"
../foodsg-233\black pepper crab\RTLF7YSO1MNARNI22ZUG2W49.jpg,black pepper crab,all,0c0b968b3087af53989f79274d9cf23a,"['chilli crab', 'black pepper crab']"
../foodsg-233\Hor Fun\401A8QDNOIYH8LHTAH2TF3ZZ.jpg,Hor Fun,all,0c32e397dfe88315047a2e8bc92ab993,"['Hor Fun', 'Seafood Noodles Soup']"
../foodsg-233\Seafood Noodles Soup\E0DFX8RG0E1SOANNB7618MPK.jpg,Seafood Noodles Soup,all,0c32e397dfe88315047a2e8bc92ab993,"['Hor Fun', 'Seafood Noodles Soup']"
"../foodsg-233\Mee siam, fried\YHZE9QLMD5IOO9FGOC2UPUNL.jpg","Mee siam, fried",all,0c8643fc3ec7ba9e0d172406378a63ca,"['Mee siam, fried', 'satay bee hoon']"
../foodsg-233\satay bee hoon\7HNG6EDH76G6D3Z8N5JR1X03.jpg,satay bee hoon,all,0c8643fc3ec7ba9e0d172406378a63ca,"['Mee siam, fried', 'satay bee hoon']"
../foodsg-233\kebab - chicken\4X13P223JLPVIS2MPHC1ECOH.jpg,kebab - chicken,all,0c9bc3fe8b25beb833b4ee6beac443ef,"['kebab - chicken', 'tandoori chicken']"
../foodsg-233\tandoori chicken\C3HD6BIKT78MYS6CFB05JULT.jpg,tandoori chicken,all,0c9bc3fe8b25beb833b4ee6beac443ef,"['kebab - chicken', 'tandoori chicken']"
../foodsg-233\fried rice\IHD1ZSHSD2VHT0UXOAE7777Y.jpg,fried rice,all,0cb0ad0c3db7ee084af74cd9d813d590,"['fried rice', 'Nasi pattaya']"
../foodsg-233\Nasi pattaya\YEP6GVUZLI687EFYMU5O0O82.jpg,Nasi pattaya,all,0cb0ad0c3db7ee084af74cd9d813d590,"['fried rice', 'Nasi pattaya']"
../foodsg-233\bee hoon\I6R4NR65JB4W7ZIOUTWFNPTE.jpg,bee hoon,all,0cc61a02ad20a2450278e3c35f1d0084,"['bee hoon', 'Seafood Noodles Soup']"
../foodsg-233\Seafood Noodles Soup\P1CQ52WW6M8ARVQK5R47XHFN.jpg,Seafood Noodles Soup,all,0cc61a02ad20a2450278e3c35f1d0084,"['bee hoon', 'Seafood Noodles Soup']"
../foodsg-233\sliced fish soup\X511K2H6QSJAGAAUB73RAA2L.jpg,sliced fish soup,all,0cf836cc7b66cd56be7d2c2414bb9ac4,"['sliced fish soup', 'Seafood Noodles Soup', 'bee hoon']"
../foodsg-233\Seafood Noodles Soup\5GLM6L7AJEN8D8FPCKEKYM5O.jpg,Seafood Noodles Soup,all,0cf836cc7b66cd56be7d2c2414bb9ac4,"['sliced fish soup', 'Seafood Noodles Soup', 'bee hoon']"
../foodsg-233\bee hoon\8HWUO8DDOPEIXWFYNCQ2HSG6.jpg,bee hoon,all,0cf836cc7b66cd56be7d2c2414bb9ac4,"['sliced fish soup', 'Seafood Noodles Soup', 'bee hoon']"
"../foodsg-233\Mee siam, fried\IHPT4MJBNZ6IW8HC3PFAMHHY.jpg","Mee siam, fried",all,0d13aee386771b23300f0e99a5fdec65,"['Mee siam, fried', 'Bee hoon, goreng']"
"../foodsg-233\Bee hoon, goreng\XNDD9V958VO4LYDABLTW5IVE.jpg","Bee hoon, goreng",all,0d13aee386771b23300f0e99a5fdec65,"['Mee siam, fried', 'Bee hoon, goreng']"
../foodsg-233\black pepper crab\23LEYBNVHX9QHFW1D4BQVLFN.jpg,black pepper crab,all,0d55fc4c87bed5da06f7d9817b5becf6,"['black pepper crab', 'chilli crab']"
../foodsg-233\chilli crab\5BJQ5VB7ZZXYAEOUVU09Q6SX.jpg,chilli crab,all,0d55fc4c87bed5da06f7d9817b5becf6,"['black pepper crab', 'chilli crab']"
../foodsg-233\lontong\HMYMJU9NQNVFUFKFTSBA1JS6.jpg,lontong,all,0e15dc0bc4180ba778bd0020eed4bfa9,"['lontong', 'Lontong with sayur lodeh']"
../foodsg-233\Lontong with sayur lodeh\Q7ME8LG4J7G5EXGMC94K91SZ.jpg,Lontong with sayur lodeh,all,0e15dc0bc4180ba778bd0020eed4bfa9,"['lontong', 'Lontong with sayur lodeh']"
../foodsg-233\chai tow kuay\7SSTIE78PF1FJDCWPTKLC9BR.jpg,chai tow kuay,all,0e24f846caca7291f4e9cb4419384324,"['chai tow kuay', 'Kway Teow']"
../foodsg-233\Kway Teow\O3MTJMDZ0NHIGF1ZW5Z5TMZY.jpg,Kway Teow,all,0e24f846caca7291f4e9cb4419384324,"['chai tow kuay', 'Kway Teow']"
../foodsg-233\xiao long bao\2RZDGM2LUH7AV814KQE21IFN.jpg,xiao long bao,all,0e2514a54d2647f64b901887277c40e2,"['xiao long bao', 'char siew pau']"
../foodsg-233\char siew pau\ZLAYYOY9ATHXTVNX8QR15LJX.jpg,char siew pau,all,0e2514a54d2647f64b901887277c40e2,"['xiao long bao', 'char siew pau']"
"../foodsg-233\Bee hoon, soto\J6SXHQ2TMH8OAPYZXJIMBIS2.jpg","Bee hoon, soto",all,0e2f344fb3e9dd183319b6752cecdbcb,"['Bee hoon, soto', 'bee hoon']"
../foodsg-233\bee hoon\CRYGFFSP0OMK3U2YMPE53OBV.jpg,bee hoon,all,0e2f344fb3e9dd183319b6752cecdbcb,"['Bee hoon, soto', 'bee hoon']"
../foodsg-233\Soto ayam\B4B89A33EW5XJ5D1E6HIUPMD.jpg,Soto ayam,all,0e415c5ef201856bf5fc7fe143adea4c,"['Soto ayam', 'Mee soto', 'Bee hoon, soto']"
../foodsg-233\Mee soto\8DFUXTVIECTTAUI89KW2T4BF.jpg,Mee soto,all,0e415c5ef201856bf5fc7fe143adea4c,"['Soto ayam', 'Mee soto', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\05YRZPIW92Q1UZWECFPX59MO.jpg","Bee hoon, soto",all,0e415c5ef201856bf5fc7fe143adea4c,"['Soto ayam', 'Mee soto', 'Bee hoon, soto']"
../foodsg-233\whole wheat\TNYZ10PIN7WWPST8QXGL0PQ5.jpg,whole wheat,all,0e8dab4ef1baf3d70316b601878bb993,"['whole wheat', 'whole grain bread']"
../foodsg-233\whole grain bread\KFG97X2AN82K3Q5A7DQ0ATDN.jpg,whole grain bread,all,0e8dab4ef1baf3d70316b601878bb993,"['whole wheat', 'whole grain bread']"
"../foodsg-233\Bee hoon, soto\4QMLPU3REZRUT4J93TFAYL8A.jpg","Bee hoon, soto",all,0e958164ac73a46ad56b428958199db7,"['Bee hoon, soto', 'Soto ayam', 'Mee soto']"
../foodsg-233\Soto ayam\1METI4K2CEDGBKJLOOF2CWMI.jpg,Soto ayam,all,0e958164ac73a46ad56b428958199db7,"['Bee hoon, soto', 'Soto ayam', 'Mee soto']"
../foodsg-233\Mee soto\TPDMDEZZ1DUD45MVBXONZ615.jpg,Mee soto,all,0e958164ac73a46ad56b428958199db7,"['Bee hoon, soto', 'Soto ayam', 'Mee soto']"
../foodsg-233\Mee siam\TR5CVARNBS4S7AWC5Q2O1B1H.jpg,Mee siam,all,0eacae4e3ef1e5af3f9a282ee326e9c7,"['Mee siam', 'Mee goreng']"
../foodsg-233\Mee goreng\RBX1U22GJOU2CKTAQEI38G1D.jpg,Mee goreng,all,0eacae4e3ef1e5af3f9a282ee326e9c7,"['Mee siam', 'Mee goreng']"
../foodsg-233\Mee siam\Q125M8978AVRTXZPVLS2UJWU.jpg,Mee siam,all,0ed08c7702dda3f5e00def614a01cc63,"['Mee siam', 'Mee siam, fried']"
"../foodsg-233\Mee siam, fried\00YG9CCUU38BMPVY1JBDO75I.jpg","Mee siam, fried",all,0ed08c7702dda3f5e00def614a01cc63,"['Mee siam', 'Mee siam, fried']"
../foodsg-233\pasta - fettuccine\WWNNFNE0F2K6FGYPPO3G4DB6.jpg,pasta - fettuccine,all,0ed3acc5182877544230e21514a66689,"['pasta - fettuccine', 'Mee goreng']"
../foodsg-233\Mee goreng\NWU1QT3DFF7792AWBUNLMPJV.jpg,Mee goreng,all,0ed3acc5182877544230e21514a66689,"['pasta - fettuccine', 'Mee goreng']"
../foodsg-233\yong tau foo\E3VLVT9WK26NIHXARK54DKCH.jpg,yong tau foo,all,0f3b7efc7dccd1567cd896d573e9084c,"['yong tau foo', 'Laksa']"
../foodsg-233\Laksa\S6X5QFX2ZQU83RG6SZ3EQZUN.jpg,Laksa,all,0f3b7efc7dccd1567cd896d573e9084c,"['yong tau foo', 'Laksa']"
../foodsg-233\Dumpling noodle soup\P0ZZUIVAQTH6BANTFPU2C85M.jpg,Dumpling noodle soup,all,0f60db66a63e869a9f78a114a58f70ed,"['Dumpling noodle soup', 'chicken soup']"
../foodsg-233\chicken soup\3AZKDQLN88PG6AHLJ7D8JYOD.jpg,chicken soup,all,0f60db66a63e869a9f78a114a58f70ed,"['Dumpling noodle soup', 'chicken soup']"
../foodsg-233\Soto ayam\W4IX3LEQDA0HPNBSTFV7YNTJ.jpg,Soto ayam,all,0fc6e17f850ea30dc972c214bc221eb2,"['Soto ayam', 'Mee soto']"
../foodsg-233\Mee soto\L0PPU8J0YMX6WK06F872I3AR.jpg,Mee soto,all,0fc6e17f850ea30dc972c214bc221eb2,"['Soto ayam', 'Mee soto']"
../foodsg-233\vegetable soup\2SXT21PMBWCEDH7R3L9M3PDS.jpg,vegetable soup,all,0ff7326035ccfb40382293e6a891c3f2,"['vegetable soup', 'cream soup']"
../foodsg-233\cream soup\MWTECCRFIQAGEM5XSMVMGHUZ.jpg,cream soup,all,0ff7326035ccfb40382293e6a891c3f2,"['vegetable soup', 'cream soup']"
"../foodsg-233\Bee hoon, goreng\56BD6GCWBS9LEEJ82811UF84.jpg","Bee hoon, goreng",all,0ffd360423a8c51c863539c9580a0705,"['Bee hoon, goreng', 'bee hoon']"
../foodsg-233\bee hoon\SFMMZ5NTZ4J6VYTJPZ78L5JI.jpg,bee hoon,all,0ffd360423a8c51c863539c9580a0705,"['Bee hoon, goreng', 'bee hoon']"
../foodsg-233\bee hoon\FK88LXB0KS3UB0WQ20FWUU26.jpg,bee hoon,all,0fff523eb03ee46c6e0359ab23135b4f,"['bee hoon', 'Fried Noodles']"
../foodsg-233\Fried Noodles\1PB2DK1TC57LBMMP13DEMX1S.jpg,Fried Noodles,all,0fff523eb03ee46c6e0359ab23135b4f,"['bee hoon', 'Fried Noodles']"
../foodsg-233\Soto ayam\76OX01PFN8C4189CLMW58HG7.jpg,Soto ayam,all,10025e49d843821f1647e8fc3e443c0e,"['Soto ayam', 'Mee soto']"
../foodsg-233\Mee soto\CXHF8NM2N6HP9ENHWMQOGPJL.jpg,Mee soto,all,10025e49d843821f1647e8fc3e443c0e,"['Soto ayam', 'Mee soto']"
../foodsg-233\ayam penyet\PS7BLZ68NTWZRN9HBWH1I87O.jpg,ayam penyet,all,10055369ff21fa23451d9680fc8de70c,"['ayam penyet', 'Hor Fun']"
../foodsg-233\Hor Fun\1Q14MHN0KERDT5RRE6XD8KG7.jpg,Hor Fun,all,10055369ff21fa23451d9680fc8de70c,"['ayam penyet', 'Hor Fun']"
../foodsg-233\Seafood Noodles Soup\BSS1EH2T5I9588FNUAAQ97DZ.jpg,Seafood Noodles Soup,all,100f5bc9eae92c425a79ba999fd33b47,"['Seafood Noodles Soup', 'Ban Mian']"
../foodsg-233\Ban Mian\MIOTSGMR7NVEX8Z7BH63IJ1D.jpg,Ban Mian,all,100f5bc9eae92c425a79ba999fd33b47,"['Seafood Noodles Soup', 'Ban Mian']"
../foodsg-233\steamed buns\SO5WU3HBHIE5ZXMJ6TWMQ6C7.jpg,steamed buns,all,102faa356fa7c97284dd32749936da63,"['steamed buns', 'char siew pau']"
../foodsg-233\char siew pau\WX56F1932AJBM7RK8YIOZ3A1.jpg,char siew pau,all,102faa356fa7c97284dd32749936da63,"['steamed buns', 'char siew pau']"
../foodsg-233\fried prawn\HQ8J8KVUCUQ77FHA4R4XPUXF.jpg,fried prawn,all,1032707a7e1001376aa783e9029f48f6,"['fried prawn', 'drunken prawn']"
../foodsg-233\drunken prawn\NU007IGHXG5MM7A1E0DSRO41.jpg,drunken prawn,all,1032707a7e1001376aa783e9029f48f6,"['fried prawn', 'drunken prawn']"
../foodsg-233\Mee rebus\K3YRMICT5H25XRYJDMI4CJM3.jpg,Mee rebus,all,10377cfdcd092b125184f59f05423c8d,"['Mee rebus', 'Mee soto']"
../foodsg-233\Mee soto\UNXO7M7DU4EPYDDOKO1LW94Y.jpg,Mee soto,all,10377cfdcd092b125184f59f05423c8d,"['Mee rebus', 'Mee soto']"
../foodsg-233\chicken masala\ECL6KT4VM9ZZ28C3RIXO4QK6.jpg,chicken masala,all,1050052ee27e043bacb9a26c2c5bdc9d,"['chicken masala', 'tandoori chicken']"
../foodsg-233\tandoori chicken\JD0FPIVBSCMGELAEEWWHK5HE.jpg,tandoori chicken,all,1050052ee27e043bacb9a26c2c5bdc9d,"['chicken masala', 'tandoori chicken']"
../foodsg-233\Seafood Noodles Soup\C51G9JAQOL7JESX6SQ48NGQ5.jpg,Seafood Noodles Soup,all,10baf340fdf2c03e4beab257b67232fd,"['Seafood Noodles Soup', 'Hor Fun']"
../foodsg-233\Hor Fun\UOSDMJAXJDSKORKX5RI5QRAB.jpg,Hor Fun,all,10baf340fdf2c03e4beab257b67232fd,"['Seafood Noodles Soup', 'Hor Fun']"
../foodsg-233\Mee rebus\MS7GLG73FP0B78CT7XJNRXEO.jpg,Mee rebus,all,1119cf19ee1ad3dd4d0ecfb283e6b589,"['Mee rebus', 'Mee bandung']"
../foodsg-233\Mee bandung\1Q2QS3KJ6IJL8YDGLEPJ5PQG.jpg,Mee bandung,all,1119cf19ee1ad3dd4d0ecfb283e6b589,"['Mee rebus', 'Mee bandung']"
../foodsg-233\Soto ayam\ZWGGUNPSM30JB5R5US4CZPE9.jpg,Soto ayam,all,111b26a5422fcaf0c4a80a7d20398908,"['Soto ayam', 'Mee soto']"
../foodsg-233\Mee soto\CHEQ9M5OZBU5S77WOQCT8UB0.jpg,Mee soto,all,111b26a5422fcaf0c4a80a7d20398908,"['Soto ayam', 'Mee soto']"
../foodsg-233\satay bee hoon\Z6PRYRG10NE9ISTVB8P8U7BK.jpg,satay bee hoon,all,1150455057bd7b9977e725393f1eac93,"['satay bee hoon', 'Bee hoon, soto', 'bee hoon']"
"../foodsg-233\Bee hoon, soto\9V0HCH3YT0BXFAW0V24BSJ8I.jpg","Bee hoon, soto",all,1150455057bd7b9977e725393f1eac93,"['satay bee hoon', 'Bee hoon, soto', 'bee hoon']"
../foodsg-233\bee hoon\2YWA3ATP66TYMRLHLQB0NN96.jpg,bee hoon,all,1150455057bd7b9977e725393f1eac93,"['satay bee hoon', 'Bee hoon, soto', 'bee hoon']"
"../foodsg-233\Wanton mee, dry\VZ240AD3OUIUF7HM17Y4WA7L.jpg","Wanton mee, dry",all,1166c012cf63669c2624007fdb3e422c,"['Wanton mee, dry', 'char siew']"
../foodsg-233\char siew\5ARORMW4XMT6MXIL2AYWY2FV.jpg,char siew,all,1166c012cf63669c2624007fdb3e422c,"['Wanton mee, dry', 'char siew']"
../foodsg-233\sambal\EW3WZ1LNQMHGQ04AVQNDV5ZO.jpg,sambal,all,11ac639c51b84786799aaaa5e2361618,"['sambal', 'Rice, korean bulgogi beef']"
"../foodsg-233\Rice, korean bulgogi beef\CH61W7ZJOW1AB027PLPY5UFC.jpg","Rice, korean bulgogi beef",all,11ac639c51b84786799aaaa5e2361618,"['sambal', 'Rice, korean bulgogi beef']"
../foodsg-233\Mee soto\QWNV9DNDZFYLESSAIYW9AVO4.jpg,Mee soto,all,11db554b0ff406708ec1f32c6f625c74,"['Mee soto', 'Soto ayam']"
../foodsg-233\Soto ayam\TYB28IYRE7Y5HHSGSZ0HIHUH.jpg,Soto ayam,all,11db554b0ff406708ec1f32c6f625c74,"['Mee soto', 'Soto ayam']"
"../foodsg-233\Mee siam, fried\XNLTOYMSGPDU51V4Q6824RAE.jpg","Mee siam, fried",all,11dd02731ee562a131a7a4b04cfdd433,"['Mee siam, fried', 'Mee siam', 'Mee rebus']"
../foodsg-233\Mee siam\THQGPFTQGIBRNE19ERLFPP9P.jpg,Mee siam,all,11dd02731ee562a131a7a4b04cfdd433,"['Mee siam, fried', 'Mee siam', 'Mee rebus']"
../foodsg-233\Mee rebus\VI4P8W5S3KYYQA52U503TKBP.jpg,Mee rebus,all,11dd02731ee562a131a7a4b04cfdd433,"['Mee siam, fried', 'Mee siam', 'Mee rebus']"
"../foodsg-233\Bee hoon, soto\DGV79VGI8C9PEDDCBUVE51GG.jpg","Bee hoon, soto",all,1200c79ac15d92c695e6e6883b9daeec,"['Bee hoon, soto', 'bee hoon']"
../foodsg-233\bee hoon\8I2JJ22QLP7I4Q5GVTRADV7D.jpg,bee hoon,all,1200c79ac15d92c695e6e6883b9daeec,"['Bee hoon, soto', 'bee hoon']"
../foodsg-233\cream soup\ZP7BCUVUVAPNHE5KDGNBS2QK.jpg,cream soup,all,120b83d954a0258cdd452248a6fa54c7,"['cream soup', 'mushroom soup']"
../foodsg-233\mushroom soup\R0MC04TOJV77BQLTUJLOLB73.jpg,mushroom soup,all,120b83d954a0258cdd452248a6fa54c7,"['cream soup', 'mushroom soup']"
../foodsg-233\steamed buns\PX02AYY6NPIESY7LOZFC3ZGQ.jpg,steamed buns,all,12129eceb964f45e4d691561642231b3,"['steamed buns', 'xiao long bao', 'char siew pau']"
../foodsg-233\xiao long bao\5G1K2GDHQHC8J1MA6S9MEW54.jpg,xiao long bao,all,12129eceb964f45e4d691561642231b3,"['steamed buns', 'xiao long bao', 'char siew pau']"
../foodsg-233\char siew pau\K1I7XUMKYHLNDA5PTXG2Z29V.jpg,char siew pau,all,12129eceb964f45e4d691561642231b3,"['steamed buns', 'xiao long bao', 'char siew pau']"
../foodsg-233\whole grain bread\CAAUZPRULO3TW4O0PIN6XTH5.jpg,whole grain bread,all,1217fe187114c1fde9b944e6a5f81838,"['whole grain bread', 'whole wheat']"
../foodsg-233\whole wheat\YUQSMYGV4XZQYP4GPVKG6P8G.jpg,whole wheat,all,1217fe187114c1fde9b944e6a5f81838,"['whole grain bread', 'whole wheat']"
../foodsg-233\Soto ayam\AM853DPWN19ZB4P960A4BNZ6.jpg,Soto ayam,all,121d2272a3425df2b39c0ef47facb273,"['Soto ayam', 'Mee soto']"
../foodsg-233\Mee soto\HFR928CMLDR0KMDCJFX7L4QY.jpg,Mee soto,all,121d2272a3425df2b39c0ef47facb273,"['Soto ayam', 'Mee soto']"
../foodsg-233\Duck Rice\XDZQGLNL87FGTSGIZGBRIIB4.jpg,Duck Rice,all,1220b0468ec028606146a54f38e38d9b,"['Duck Rice', 'yam rice']"
../foodsg-233\yam rice\GJL7FCS504A1T63S2P96TWYN.jpg,yam rice,all,1220b0468ec028606146a54f38e38d9b,"['Duck Rice', 'yam rice']"
../foodsg-233\miso soup\J9C1T8ZA1DTISMWRUNEGCRTU.jpg,miso soup,all,1269b33091ad95e8cfa690f9a7cbaf8f,"['miso soup', 'vegetable soup']"
../foodsg-233\vegetable soup\L19ST1GZ8PD41MICK4U4WMJG.jpg,vegetable soup,all,1269b33091ad95e8cfa690f9a7cbaf8f,"['miso soup', 'vegetable soup']"
../foodsg-233\fried prawn\SIQPOPA5JS10L01X8JRTWMP4.jpg,fried prawn,all,12791537c5dc3027cf107b63ecaf8256,"['fried prawn', 'drunken prawn']"
../foodsg-233\drunken prawn\WQSURXE6850TW4S0MRL7N6B5.jpg,drunken prawn,all,12791537c5dc3027cf107b63ecaf8256,"['fried prawn', 'drunken prawn']"
../foodsg-233\Soto ayam\IYXJ4UIXZGWT6K0DZWM1QD82.jpg,Soto ayam,all,12d412b5a458780f9b34c196f3c69187,"['Soto ayam', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\KOIB21WVUIE2Z8YOOZ1HPU1M.jpg","Bee hoon, soto",all,12d412b5a458780f9b34c196f3c69187,"['Soto ayam', 'Bee hoon, soto']"
../foodsg-233\Ban Mian\70BPHH5ANGJ7E1591Q1DTY9W.jpg,Ban Mian,all,12da2a5ddf1fe5bbfc16237373c095f9,"['Ban Mian', 'Mee rebus']"
../foodsg-233\Mee rebus\B5YG505LBH323GR240DHVSOM.jpg,Mee rebus,all,12da2a5ddf1fe5bbfc16237373c095f9,"['Ban Mian', 'Mee rebus']"
"../foodsg-233\Bee hoon, goreng\BAPMPH9SLFQI71VVSSX075QC.jpg","Bee hoon, goreng",all,12e28b6f573168745d3744428f3c6a6a,"['Bee hoon, goreng', 'Mee goreng']"
../foodsg-233\Mee goreng\IZBV9GW2UZDYVHY04U0FRDJL.jpg,Mee goreng,all,12e28b6f573168745d3744428f3c6a6a,"['Bee hoon, goreng', 'Mee goreng']"
"../foodsg-233\Bee hoon, goreng\V7036NVO1GNMRIQDOD5SC6Y9.jpg","Bee hoon, goreng",all,12ffe5c503879256e12409f6cc8e5e87,"['Bee hoon, goreng', 'bee hoon']"
../foodsg-233\bee hoon\6KNHU1SPLC6X3HTO7V80J9SE.jpg,bee hoon,all,12ffe5c503879256e12409f6cc8e5e87,"['Bee hoon, goreng', 'bee hoon']"
../foodsg-233\whole grain bread\K0IFYLVV7O11DVXBGMEJSF5Q.jpg,whole grain bread,all,130b6dc271fd1476765152bb09ff0f71,"['whole grain bread', 'whole wheat']"
../foodsg-233\whole wheat\SM4HVPZTJLKJNBUNLN8E4V4D.jpg,whole wheat,all,130b6dc271fd1476765152bb09ff0f71,"['whole grain bread', 'whole wheat']"
../foodsg-233\fish head curry\H806Y1F8Y66EJJBTJWADO7KT.jpg,fish head curry,all,131efb13bc5820e09b0e2a53ad3dc807,"['fish head curry', 'assam pedas']"
../foodsg-233\assam pedas\QUGIMAONM6QT8WOZ89ZDTX94.jpg,assam pedas,all,131efb13bc5820e09b0e2a53ad3dc807,"['fish head curry', 'assam pedas']"
../foodsg-233\Mee siam\4QOPHAZXHGXKUN29I9U0UNHU.jpg,Mee siam,all,13307fdc0e1d8a9e15fcdb07dfa4df09,"['Mee siam', 'Mee siam, fried']"
"../foodsg-233\Mee siam, fried\CSW1XKDFDZJNGD5GQT3CA8JH.jpg","Mee siam, fried",all,13307fdc0e1d8a9e15fcdb07dfa4df09,"['Mee siam', 'Mee siam, fried']"
../foodsg-233\Fried Noodles\4MSD1FBACI76WTL0BP4AV6QO.jpg,Fried Noodles,all,1336f17429a6e098515a03adbc912082,"['Fried Noodles', 'Udon']"
../foodsg-233\Udon\N2LPFH3W9FQ6FJCWKH5XSN9B.jpg,Udon,all,1336f17429a6e098515a03adbc912082,"['Fried Noodles', 'Udon']"
"../foodsg-233\Mee siam, fried\WDBBDQLU4CK9XBNAHK2YJMRB.jpg","Mee siam, fried",all,13524989fa61a338a84b1adf6e351da6,"['Mee siam, fried', 'Mee siam']"
../foodsg-233\Mee siam\WSAK4M1K9K3QDVD2PT945GR0.jpg,Mee siam,all,13524989fa61a338a84b1adf6e351da6,"['Mee siam, fried', 'Mee siam']"
../foodsg-233\Mee bandung\R56T9EBWEZ706YILFM2835F9.jpg,Mee bandung,all,13e7bbd798f468507f80df054c88867b,"['Mee bandung', 'Mee rebus']"
../foodsg-233\Mee rebus\80L2NY8F44S8S56ORN58A2CQ.jpg,Mee rebus,all,13e7bbd798f468507f80df054c88867b,"['Mee bandung', 'Mee rebus']"
../foodsg-233\sliced fish soup\BARR48BJF8SM66NC5CU2P9IE.jpg,sliced fish soup,all,13f37a523a8124e3acba90a223a0a7da,"['sliced fish soup', 'Seafood Noodles Soup']"
