path,label,split,flag_type,priority
../foodsg-233\pasta - fettuccine\WWNNFNE0F2K6FGYPPO3G4DB6.jpg,pasta - fettuccine,all,cross_class_duplicate,HIGH
../foodsg-233\Mee goreng\NWU1QT3DFF7792AWBUNLMPJV.jpg,Mee goreng,all,cross_class_duplicate,HIGH
../foodsg-233\yong tau foo\E3VLVT9WK26NIHXARK54DKCH.jpg,yong tau foo,all,cross_class_duplicate,HIGH
../foodsg-233\Laksa\S6X5QFX2ZQU83RG6SZ3EQZUN.jpg,Laksa,all,cross_class_duplicate,HIGH
../foodsg-233\Dumpling noodle soup\P0ZZUIVAQTH6BANTFPU2C85M.jpg,Dumpling noodle soup,all,cross_class_duplicate,HIGH
../foodsg-233\chicken soup\3AZKDQLN88PG6AHLJ7D8JYOD.jpg,chicken soup,all,cross_class_duplicate,HIGH
../foodsg-233\Soto ayam\W4IX3LEQDA0HPNBSTFV7YNTJ.jpg,Soto ayam,all,cross_class_duplicate,HIGH
../foodsg-233\Mee soto\L0PPU8J0YMX6WK06F872I3AR.jpg,Mee soto,all,cross_class_duplicate,HIGH
../foodsg-233\vegetable soup\2SXT21PMBWCEDH7R3L9M3PDS.jpg,vegetable soup,all,cross_class_duplicate,HIGH
../foodsg-233\cream soup\MWTECCRFIQAGEM5XSMVMGHUZ.jpg,cream soup,all,cross_class_duplicate,HIGH
"../foodsg-233\Bee hoon, goreng\56BD6GCWBS9LEEJ82811UF84.jpg","Bee hoon, goreng",all,cross_class_duplicate,HIGH
../foodsg-233\bee hoon\SFMMZ5NTZ4J6VYTJPZ78L5JI.jpg,bee hoon,all,cross_class_duplicate,HIGH
../foodsg-233\bee hoon\FK88LXB0KS3UB0WQ20FWUU26.jpg,bee hoon,all,cross_class_duplicate,HIGH
../foodsg-233\Fried Noodles\1PB2DK1TC57LBMMP13DEMX1S.jpg,Fried Noodles,all,cross_class_duplicate,HIGH
../foodsg-233\Soto ayam\76OX01PFN8C4189CLMW58HG7.jpg,Soto ayam,all,cross_class_duplicate,HIGH
../foodsg-233\Mee soto\CXHF8NM2N6HP9ENHWMQOGPJL.jpg,Mee soto,all,cross_class_duplicate,HIGH
../foodsg-233\ayam penyet\PS7BLZ68NTWZRN9HBWH1I87O.jpg,ayam penyet,all,cross_class_duplicate,HIGH
../foodsg-233\Hor Fun\1Q14MHN0KERDT5RRE6XD8KG7.jpg,Hor Fun,all,cross_class_duplicate,HIGH
../foodsg-233\Seafood Noodles Soup\BSS1EH2T5I9588FNUAAQ97DZ.jpg,Seafood Noodles Soup,all,cross_class_duplicate,HIGH
../foodsg-233\Ban Mian\MIOTSGMR7NVEX8Z7BH63IJ1D.jpg,Ban Mian,all,cross_class_duplicate,HIGH
../foodsg-233\steamed buns\SO5WU3HBHIE5ZXMJ6TWMQ6C7.jpg,steamed buns,all,cross_class_duplicate,HIGH
../foodsg-233\char siew pau\WX56F1932AJBM7RK8YIOZ3A1.jpg,char siew pau,all,cross_class_duplicate,HIGH
../foodsg-233\fried prawn\HQ8J8KVUCUQ77FHA4R4XPUXF.jpg,fried prawn,all,cross_class_duplicate,HIGH
../foodsg-233\drunken prawn\NU007IGHXG5MM7A1E0DSRO41.jpg,drunken prawn,all,cross_class_duplicate,HIGH
../foodsg-233\Mee rebus\K3YRMICT5H25XRYJDMI4CJM3.jpg,Mee rebus,all,cross_class_duplicate,HIGH
../foodsg-233\Mee soto\UNXO7M7DU4EPYDDOKO1LW94Y.jpg,Mee soto,all,cross_class_duplicate,HIGH
../foodsg-233\chicken masala\ECL6KT4VM9ZZ28C3RIXO4QK6.jpg,chicken masala,all,cross_class_duplicate,HIGH
../foodsg-233\tandoori chicken\JD0FPIVBSCMGELAEEWWHK5HE.jpg,tandoori chicken,all,cross_class_duplicate,HIGH
../foodsg-233\Seafood Noodles Soup\C51G9JAQOL7JESX6SQ48NGQ5.jpg,Seafood Noodles Soup,all,cross_class_duplicate,HIGH
../foodsg-233\Hor Fun\UOSDMJAXJDSKORKX5RI5QRAB.jpg,Hor Fun,all,cross_class_duplicate,HIGH
../foodsg-233\Mee rebus\MS7GLG73FP0B78CT7XJNRXEO.jpg,Mee rebus,all,cross_class_duplicate,HIGH
../foodsg-233\Mee bandung\1Q2QS3KJ6IJL8YDGLEPJ5PQG.jpg,Mee bandung,all,cross_class_duplicate,HIGH
../foodsg-233\Soto ayam\ZWGGUNPSM30JB5R5US4CZPE9.jpg,Soto ayam,all,cross_class_duplicate,HIGH
../foodsg-233\Mee soto\CHEQ9M5OZBU5S77WOQCT8UB0.jpg,Mee soto,all,cross_class_duplicate,HIGH
../foodsg-233\satay bee hoon\Z6PRYRG10NE9ISTVB8P8U7BK.jpg,satay bee hoon,all,cross_class_duplicate,HIGH
"../foodsg-233\Bee hoon, soto\9V0HCH3YT0BXFAW0V24BSJ8I.jpg","Bee hoon, soto",all,cross_class_duplicate,HIGH
../foodsg-233\bee hoon\2YWA3ATP66TYMRLHLQB0NN96.jpg,bee hoon,all,cross_class_duplicate,HIGH
"../foodsg-233\Wanton mee, dry\VZ240AD3OUIUF7HM17Y4WA7L.jpg","Wanton mee, dry",all,cross_class_duplicate,HIGH
../foodsg-233\char siew\5ARORMW4XMT6MXIL2AYWY2FV.jpg,char siew,all,cross_class_duplicate,HIGH
../foodsg-233\sambal\EW3WZ1LNQMHGQ04AVQNDV5ZO.jpg,sambal,all,cross_class_duplicate,HIGH
"../foodsg-233\Rice, korean bulgogi beef\CH61W7ZJOW1AB027PLPY5UFC.jpg","Rice, korean bulgogi beef",all,cross_class_duplicate,HIGH
../foodsg-233\Mee soto\QWNV9DNDZFYLESSAIYW9AVO4.jpg,Mee soto,all,cross_class_duplicate,HIGH
../foodsg-233\Soto ayam\TYB28IYRE7Y5HHSGSZ0HIHUH.jpg,Soto ayam,all,cross_class_duplicate,HIGH
"../foodsg-233\Mee siam, fried\XNLTOYMSGPDU51V4Q6824RAE.jpg","Mee siam, fried",all,cross_class_duplicate,HIGH
../foodsg-233\Mee siam\THQGPFTQGIBRNE19ERLFPP9P.jpg,Mee siam,all,cross_class_duplicate,HIGH
../foodsg-233\Mee rebus\VI4P8W5S3KYYQA52U503TKBP.jpg,Mee rebus,all,cross_class_duplicate,HIGH
"../foodsg-233\Bee hoon, soto\DGV79VGI8C9PEDDCBUVE51GG.jpg","Bee hoon, soto",all,cross_class_duplicate,HIGH
../foodsg-233\bee hoon\8I2JJ22QLP7I4Q5GVTRADV7D.jpg,bee hoon,all,cross_class_duplicate,HIGH
../foodsg-233\cream soup\ZP7BCUVUVAPNHE5KDGNBS2QK.jpg,cream soup,all,cross_class_duplicate,HIGH
../foodsg-233\mushroom soup\R0MC04TOJV77BQLTUJLOLB73.jpg,mushroom soup,all,cross_class_duplicate,HIGH
../foodsg-233\steamed buns\PX02AYY6NPIESY7LOZFC3ZGQ.jpg,steamed buns,all,cross_class_duplicate,HIGH
../foodsg-233\xiao long bao\5G1K2GDHQHC8J1MA6S9MEW54.jpg,xiao long bao,all,cross_class_duplicate,HIGH
../foodsg-233\char siew pau\K1I7XUMKYHLNDA5PTXG2Z29V.jpg,char siew pau,all,cross_class_duplicate,HIGH
../foodsg-233\whole grain bread\CAAUZPRULO3TW4O0PIN6XTH5.jpg,whole grain bread,all,cross_class_duplicate,HIGH
../foodsg-233\whole wheat\YUQSMYGV4XZQYP4GPVKG6P8G.jpg,whole wheat,all,cross_class_duplicate,HIGH
../foodsg-233\Soto ayam\AM853DPWN19ZB4P960A4BNZ6.jpg,Soto ayam,all,cross_class_duplicate,HIGH
../foodsg-233\Mee soto\HFR928CMLDR0KMDCJFX7L4QY.jpg,Mee soto,all,cross_class_duplicate,HIGH
../foodsg-233\Duck Rice\XDZQGLNL87FGTSGIZGBRIIB4.jpg,Duck Rice,all,cross_class_duplicate,HIGH
../foodsg-233\yam rice\GJL7FCS504A1T63S2P96TWYN.jpg,yam rice,all,cross_class_duplicate,HIGH
../foodsg-233\miso soup\J9C1T8ZA1DTISMWRUNEGCRTU.jpg,miso soup,all,cross_class_duplicate,HIGH
../foodsg-233\vegetable soup\L19ST1GZ8PD41MICK4U4WMJG.jpg,vegetable soup,all,cross_class_duplicate,HIGH
../foodsg-233\fried prawn\SIQPOPA5JS10L01X8JRTWMP4.jpg,fried prawn,all,cross_class_duplicate,HIGH
../foodsg-233\drunken prawn\WQSURXE6850TW4S0MRL7N6B5.jpg,drunken prawn,all,cross_class_duplicate,HIGH
../foodsg-233\Soto ayam\IYXJ4UIXZGWT6K0DZWM1QD82.jpg,Soto ayam,all,cross_class_duplicate,HIGH
"../foodsg-233\Bee hoon, soto\KOIB21WVUIE2Z8YOOZ1HPU1M.jpg","Bee hoon, soto",all,cross_class_duplicate,HIGH
../foodsg-233\Ban Mian\70BPHH5ANGJ7E1591Q1DTY9W.jpg,Ban Mian,all,cross_class_duplicate,HIGH
../foodsg-233\Mee rebus\B5YG505LBH323GR240DHVSOM.jpg,Mee rebus,all,cross_class_duplicate,HIGH
"../foodsg-233\Bee hoon, goreng\BAPMPH9SLFQI71VVSSX075QC.jpg","Bee hoon, goreng",all,cross_class_duplicate,HIGH
../foodsg-233\Mee goreng\IZBV9GW2UZDYVHY04U0FRDJL.jpg,Mee goreng,all,cross_class_duplicate,HIGH
"../foodsg-233\Bee hoon, goreng\V7036NVO1GNMRIQDOD5SC6Y9.jpg","Bee hoon, goreng",all,cross_class_duplicate,HIGH
../foodsg-233\bee hoon\6KNHU1SPLC6X3HTO7V80J9SE.jpg,bee hoon,all,cross_class_duplicate,HIGH
../foodsg-233\whole grain bread\K0IFYLVV7O11DVXBGMEJSF5Q.jpg,whole grain bread,all,cross_class_duplicate,HIGH
../foodsg-233\whole wheat\SM4HVPZTJLKJNBUNLN8E4V4D.jpg,whole wheat,all,cross_class_duplicate,HIGH
../foodsg-233\fish head curry\H806Y1F8Y66EJJBTJWADO7KT.jpg,fish head curry,all,cross_class_duplicate,HIGH
../foodsg-233\assam pedas\QUGIMAONM6QT8WOZ89ZDTX94.jpg,assam pedas,all,cross_class_duplicate,HIGH
../foodsg-233\Mee siam\4QOPHAZXHGXKUN29I9U0UNHU.jpg,Mee siam,all,cross_class_duplicate,HIGH
"../foodsg-233\Mee siam, fried\CSW1XKDFDZJNGD5GQT3CA8JH.jpg","Mee siam, fried",all,cross_class_duplicate,HIGH
../foodsg-233\Fried Noodles\4MSD1FBACI76WTL0BP4AV6QO.jpg,Fried Noodles,all,cross_class_duplicate,HIGH
../foodsg-233\Udon\N2LPFH3W9FQ6FJCWKH5XSN9B.jpg,Udon,all,cross_class_duplicate,HIGH
"../foodsg-233\Mee siam, fried\WDBBDQLU4CK9XBNAHK2YJMRB.jpg","Mee siam, fried",all,cross_class_duplicate,HIGH
../foodsg-233\Mee siam\WSAK4M1K9K3QDVD2PT945GR0.jpg,Mee siam,all,cross_class_duplicate,HIGH
../foodsg-233\Mee bandung\R56T9EBWEZ706YILFM2835F9.jpg,Mee bandung,all,cross_class_duplicate,HIGH
../foodsg-233\Mee rebus\80L2NY8F44S8S56ORN58A2CQ.jpg,Mee rebus,all,cross_class_duplicate,HIGH
../foodsg-233\sliced fish soup\BARR48BJF8SM66NC5CU2P9IE.jpg,sliced fish soup,all,cross_class_duplicate,HIGH
../foodsg-233\Seafood Noodles Soup\0ERM547WQ0O3IQ712QDO4UVY.jpg,Seafood Noodles Soup,all,cross_class_duplicate,HIGH
"../foodsg-233\Bee hoon, soto\6HNOW36QG1T6Q3LYN86HWXUF.jpg","Bee hoon, soto",all,cross_class_duplicate,HIGH
../foodsg-233\Soto ayam\YVX6B8XC9R4WRMQZI8MQTN79.jpg,Soto ayam,all,cross_class_duplicate,HIGH
../foodsg-233\Mee soto\Z8J0UDRZMKGEQ35QMH3QKBZI.jpg,Mee soto,all,cross_class_duplicate,HIGH
../foodsg-233\black pepper crab\G5WJ8EG7DOEKLZA6Q82314VO.jpg,black pepper crab,all,cross_class_duplicate,HIGH
../foodsg-233\chilli crab\1FZKFAKUWAFPUY3AGWLVNRFR.jpg,chilli crab,all,cross_class_duplicate,HIGH
../foodsg-233\Seafood Noodles Soup\FUTZPR1RVDCESBGFRF6WPBGT.jpg,Seafood Noodles Soup,all,cross_class_duplicate,HIGH
../foodsg-233\bee hoon\4ZF8V3YINMXR8U44J2TZ95OM.jpg,bee hoon,all,cross_class_duplicate,HIGH
../foodsg-233\bee hoon\1DXYAEZKGQF9RQNKIUH5SDK2.jpg,bee hoon,all,cross_class_duplicate,HIGH
"../foodsg-233\Bee hoon, goreng\77IS4U8JVRBH0FH0AFQ938A2.jpg","Bee hoon, goreng",all,cross_class_duplicate,HIGH
../foodsg-233\begedil\JW2V50EVLJ1R8XKAYGGGLV9E.jpg,begedil,all,cross_class_duplicate,HIGH
../foodsg-233\Tauhu Goreng\0AV9KC4JQN0R4D95UXXWP7GO.jpg,Tauhu Goreng,all,cross_class_duplicate,HIGH
../foodsg-233\fried prawn\CJL0PJIBAB6KDP3T0UXAPECW.jpg,fried prawn,all,cross_class_duplicate,HIGH
../foodsg-233\drunken prawn\QT5UXPP7QF4AQGPVAAB8HL8Z.jpg,drunken prawn,all,cross_class_duplicate,HIGH
../foodsg-233\kueh lapis - rainbow\MDW4HLWATJLDW30KHMPRZ24S.jpg,kueh lapis - rainbow,all,cross_class_duplicate,HIGH
../foodsg-233\Kueh Salat\G6QOEIHLZ4E7Q5MJXEDR18JQ.jpg,Kueh Salat,all,cross_class_duplicate,HIGH
../foodsg-233\Ban Mian\IP7637JGR9R7BVF900ME951D.jpg,Ban Mian,all,cross_class_duplicate,HIGH
../foodsg-233\Seafood Noodles Soup\YGHRY1OTVA2A3X03YCM9HIQG.jpg,Seafood Noodles Soup,all,cross_class_duplicate,HIGH
../foodsg-233\whole grain bread\QGYCMLOSRWNGFWHDQPG9GQDX.jpg,whole grain bread,all,cross_class_duplicate,HIGH
../foodsg-233\whole wheat\2X3640LZBGP8591HMLU1H24F.jpg,whole wheat,all,cross_class_duplicate,HIGH
../foodsg-233\whole wheat\Z1J2ZGJEI48QCI06MTT3QGBD.jpg,whole wheat,all,cross_class_duplicate,HIGH
../foodsg-233\whole grain bread\11G1EVU7IVATX1IXUZUENWSN.jpg,whole grain bread,all,cross_class_duplicate,HIGH
../foodsg-233\fish head curry\MMPUPQLXLSYNSO58EZ0XXR9T.jpg,fish head curry,all,cross_class_duplicate,HIGH
../foodsg-233\assam pedas\ZD8XZGB90EO6YUSRC8BN6BGP.jpg,assam pedas,all,cross_class_duplicate,HIGH
../foodsg-233\Mee rebus\X634GMW8X8M1I6WR0VQ56WEK.jpg,Mee rebus,all,cross_class_duplicate,HIGH
../foodsg-233\Mee kuah\QMUQ3Y7CLDY2ONTTGH28G22A.jpg,Mee kuah,all,cross_class_duplicate,HIGH
../foodsg-233\Dumpling noodle soup\VY0QA5XFYV45QRLM85DKTNKF.jpg,Dumpling noodle soup,all,cross_class_duplicate,HIGH
../foodsg-233\dumpling\904UFF58OTL3GXMDABOTRK25.jpg,dumpling,all,cross_class_duplicate,HIGH
../foodsg-233\whole wheat\XM8Y8XUWK9BFH46GO9NV6W48.jpg,whole wheat,all,cross_class_duplicate,HIGH
../foodsg-233\whole grain bread\19G635E8BIF9MDXD208YO6NS.jpg,whole grain bread,all,cross_class_duplicate,HIGH
../foodsg-233\cream soup\6RVCATHS9H9871CDCBM1W7C7.jpg,cream soup,all,cross_class_duplicate,HIGH
../foodsg-233\mushroom soup\PNTU605BNV5AV6L3LADSSW85.jpg,mushroom soup,all,cross_class_duplicate,HIGH
../foodsg-233\Mee soto\AYLM99KXEZCUBUU04GE4PTRT.jpg,Mee soto,all,cross_class_duplicate,HIGH
"../foodsg-233\Bee hoon, soto\1YOCOP640NIXU7HXFVIXKB3N.jpg","Bee hoon, soto",all,cross_class_duplicate,HIGH
../foodsg-233\Seafood Noodles Soup\DR9I8SN2NJ4HRZFET77MTYA4.jpg,Seafood Noodles Soup,all,cross_class_duplicate,HIGH
../foodsg-233\sliced fish soup\7BUEFT3DSCGF8Q3GM98C9XKX.jpg,sliced fish soup,all,cross_class_duplicate,HIGH
../foodsg-233\chicken masala\DA8PVCJRW0K40QS7NNB8SL1L.jpg,chicken masala,all,cross_class_duplicate,HIGH
../foodsg-233\tandoori chicken\L1MYT4HO1PVXW9RJNC8D03MM.jpg,tandoori chicken,all,cross_class_duplicate,HIGH
../foodsg-233\sliced fish soup\VY0DP7IYCUEPQJ4GTTC7A2DL.jpg,sliced fish soup,all,cross_class_duplicate,HIGH
../foodsg-233\Seafood Noodles Soup\REUKI7ULDY15BOGN8OJZ36YW.jpg,Seafood Noodles Soup,all,cross_class_duplicate,HIGH
../foodsg-233\Claypot Rice\2PCQCYROSVNG7Y95XYYTTQA1.jpg,Claypot Rice,all,cross_class_duplicate,HIGH
"../foodsg-233\Rice, korean bulgogi beef\271G208BUERCS5L9GHZWIWMO.jpg","Rice, korean bulgogi beef",all,cross_class_duplicate,HIGH
"../foodsg-233\Bee hoon, goreng\RATV3JZS5BGRS4QDLVIQPHNQ.jpg","Bee hoon, goreng",all,cross_class_duplicate,HIGH
../foodsg-233\mixed vegetables\HNBHA57YOLVAFC8XLWV68MZ8.jpg,mixed vegetables,all,cross_class_duplicate,HIGH
../foodsg-233\char siew pau\TDMYQ44EFD6B7UGVK86GDETO.jpg,char siew pau,all,cross_class_duplicate,HIGH
../foodsg-233\xiao long bao\0KFPMT960BAIYG4HM9DNHRQT.jpg,xiao long bao,all,cross_class_duplicate,HIGH
../foodsg-233\Lontong with sayur lodeh\BWBUUWL3952DOZM8XH8NZJKN.jpg,Lontong with sayur lodeh,all,cross_class_duplicate,HIGH
../foodsg-233\lontong\HCS8SL7MGCUTDABVT36HMMZ4.jpg,lontong,all,cross_class_duplicate,HIGH
../foodsg-233\cream soup\O6LTID8RKAXTRWYO341T293W.jpg,cream soup,all,cross_class_duplicate,HIGH
../foodsg-233\mushroom soup\6VMRJI63DJ4M3YKXGQC09BG5.jpg,mushroom soup,all,cross_class_duplicate,HIGH
../foodsg-233\whole grain bread\0RKT148HY98KPB40WIH8FKKM.jpg,whole grain bread,all,cross_class_duplicate,HIGH
../foodsg-233\whole wheat\4AACOUU5JQ6AJU62AT4G2G30.jpg,whole wheat,all,cross_class_duplicate,HIGH
../foodsg-233\mushroom soup\67QJJHN7UQHC2UBASZ60PGSL.jpg,mushroom soup,all,cross_class_duplicate,HIGH
../foodsg-233\vegetable soup\FESGCQ1FKT302O73DJ1INR71.jpg,vegetable soup,all,cross_class_duplicate,HIGH
../foodsg-233\Mee siam\MWTNRNKLKB5NQESYS4PZACZG.jpg,Mee siam,all,cross_class_duplicate,HIGH
../foodsg-233\Mee rebus\3LW25K0JLEGOX3X5AQANZYUR.jpg,Mee rebus,all,cross_class_duplicate,HIGH
../foodsg-233\Soto ayam\R0HN7PBO1B0XRSJPMZ87AFVD.jpg,Soto ayam,all,cross_class_duplicate,HIGH
../foodsg-233\Mee soto\ATE82KJHUHR020V3L2JG1EYX.jpg,Mee soto,all,cross_class_duplicate,HIGH
../foodsg-233\fried prawn\J4ISPWWFVCTJ3ESCLIKRY2SG.jpg,fried prawn,all,cross_class_duplicate,HIGH
../foodsg-233\drunken prawn\V5QM80ATY7B5J51455MK33XA.jpg,drunken prawn,all,cross_class_duplicate,HIGH
../foodsg-233\Soto ayam\LXRRKJSC4YORME7QJNW0F77N.jpg,Soto ayam,all,cross_class_duplicate,HIGH
../foodsg-233\Mee soto\ZVGA66G6DZ8XOV5FNXBYVC0W.jpg,Mee soto,all,cross_class_duplicate,HIGH
../foodsg-233\bee hoon\V6RV7K8C475MCAUN1TP3MBLS.jpg,bee hoon,all,cross_class_duplicate,HIGH
"../foodsg-233\Bee hoon, soto\HR9NMYQN0ZIRPP5G8V8SX905.jpg","Bee hoon, soto",all,cross_class_duplicate,HIGH
../foodsg-233\sliced fish soup\YVN0DS4S8HCMUOQA16DODIAW.jpg,sliced fish soup,all,cross_class_duplicate,HIGH
../foodsg-233\Seafood Noodles Soup\UXM9986QM9M39MXU8BCLDBVU.jpg,Seafood Noodles Soup,all,cross_class_duplicate,HIGH
../foodsg-233\bee hoon\4NNP7CIM44WBKP7NU7EYQF45.jpg,bee hoon,all,cross_class_duplicate,HIGH
../foodsg-233\Seafood Noodles Soup\F53RXFBKZXMK8KKB3RLLSR5I.jpg,Seafood Noodles Soup,all,cross_class_duplicate,HIGH
../foodsg-233\mee pok\S0MBA40GTG9DYNSHDP7XPZF7.jpg,mee pok,all,cross_class_duplicate,HIGH
../foodsg-233\Fish Ball Noodles\DGQ4TFTTLNIZCWN62JV3XGD7.jpg,Fish Ball Noodles,all,cross_class_duplicate,HIGH
../foodsg-233\chai tow kuay\PHYFTTTHSWRCKVFEZZ3VNDYV.jpg,chai tow kuay,all,cross_class_duplicate,HIGH
../foodsg-233\Kway Teow\VXGGSMH6RKYXT0JZOPLUJH9U.jpg,Kway Teow,all,cross_class_duplicate,HIGH
../foodsg-233\char siew pau\M79PVSGO4UX7E9ISP4H3XHQB.jpg,char siew pau,all,cross_class_duplicate,HIGH
../foodsg-233\steamed buns\C1XOL6BNTV2VJ53B24UAVLAK.jpg,steamed buns,all,cross_class_duplicate,HIGH
../foodsg-233\fish head curry\VMG2NIOE9QCMU7HZQ0Z9PN6R.jpg,fish head curry,all,cross_class_duplicate,HIGH
../foodsg-233\assam pedas\PH9VGSM9LU2DWX01RG12QGX8.jpg,assam pedas,all,cross_class_duplicate,HIGH
../foodsg-233\Mee siam\V6X8V2DUM3TB7LLMPREX47PL.jpg,Mee siam,all,cross_class_duplicate,HIGH
"../foodsg-233\Chap chye, Nonya\SO94ZZL7FOFONZRUP0XIVOBR.jpg","Chap chye, Nonya",all,cross_class_duplicate,HIGH
../foodsg-233\steamed buns\RS3TKXQF7IQ937VTHSQVTFGN.jpg,steamed buns,all,cross_class_duplicate,HIGH
../foodsg-233\char siew pau\AQVZH7Z41Z6BA5WHXF3NYY47.jpg,char siew pau,all,cross_class_duplicate,HIGH
../foodsg-233\Mee rebus\2FTGV34F8W38XAASGLBAG2T3.jpg,Mee rebus,all,cross_class_duplicate,HIGH
../foodsg-233\Mee bandung\NX105EOZ8HMEYAUAM7WSRJ56.jpg,Mee bandung,all,cross_class_duplicate,HIGH
../foodsg-233\strawberry\2M8FW17KSDJA4OYSD0R134OZ.jpg,strawberry,all,cross_class_duplicate,HIGH
../foodsg-233\blueberries\WUSZCEEANCI7KHFLUC1FT4YV.jpg,blueberries,all,cross_class_duplicate,HIGH
"../foodsg-233\Don, chicken teriyaki\XC7VBI4KGA3XSXJX6MRP0V5A.jpg","Don, chicken teriyaki",all,cross_class_duplicate,HIGH
"../foodsg-233\Don, unagi\B7ZOEAO4P66PRGBRIGJE0JWH.jpg","Don, unagi",all,cross_class_duplicate,HIGH
../foodsg-233\Pomelo\BGZ4HX2RVA3VA6FVZ6C25RGB.jpg,Pomelo,all,cross_class_duplicate,HIGH
../foodsg-233\Grapefruit\E65QKP26TPFDI005WDKYGIIR.jpg,Grapefruit,all,cross_class_duplicate,HIGH
../foodsg-233\cream soup\XW3A04HRZE4FTCW5HG71E2H8.jpg,cream soup,all,cross_class_duplicate,HIGH
../foodsg-233\mushroom soup\WY3UWGLZ4AMWN66JVWDG62EW.jpg,mushroom soup,all,cross_class_duplicate,HIGH
../foodsg-233\oyster omelette\ZM2CO512ZIS6VSZ33N7RHNWP.jpg,oyster omelette,all,cross_class_duplicate,HIGH
../foodsg-233\chai tow kuay\WOIE9KG3BWB37LETBUXQU4KO.jpg,chai tow kuay,all,cross_class_duplicate,HIGH
"../foodsg-233\Bee hoon, soto\GVCTQU5RIMVU3NLZM58NBJLZ.jpg","Bee hoon, soto",all,cross_class_duplicate,HIGH
../foodsg-233\bee hoon\E142R8LH09SYAF5WJW6VXSRN.jpg,bee hoon,all,cross_class_duplicate,HIGH
../foodsg-233\satay bee hoon\30Y7YZ8RPRX35LBRQN7AW9ZZ.jpg,satay bee hoon,all,cross_class_duplicate,HIGH
"../foodsg-233\Bee hoon, goreng\SCCDNET5GBVKAVJ85C8Z2NZO.jpg","Bee hoon, goreng",all,cross_class_duplicate,HIGH
"../foodsg-233\Mee siam, fried\6GAIXC5ZPR0FKQ3FD4QY628D.jpg","Mee siam, fried",all,cross_class_duplicate,HIGH
../foodsg-233\char siew pau\FUTC2OJ7NE188QMGXPU2X0DE.jpg,char siew pau,all,cross_class_duplicate,HIGH
../foodsg-233\steamed buns\TDXF2KSK2OFLQ8VYOCMU3V8P.jpg,steamed buns,all,cross_class_duplicate,HIGH
../foodsg-233\Seafood Noodles Soup\QX2AO1QYEZ3S5OIOHBTG2YJA.jpg,Seafood Noodles Soup,all,cross_class_duplicate,HIGH
../foodsg-233\bee hoon\G2F6UZU2UXCFVCXQU7UPWFHW.jpg,bee hoon,all,cross_class_duplicate,HIGH
../foodsg-233\bee hoon\34KFH3EXV7865YV32XU9CCFB.jpg,bee hoon,all,cross_class_duplicate,HIGH
"../foodsg-233\Bee hoon, goreng\FF0XLGAP1RM6B7PKQQ8JHYMQ.jpg","Bee hoon, goreng",all,cross_class_duplicate,HIGH
../foodsg-233\bee hoon\XC7WDCOL9HEJQUPJIWQDLJIE.jpg,bee hoon,all,cross_class_duplicate,HIGH
../foodsg-233\satay bee hoon\C88RTBI72OPI7M4NHCT6O7BG.jpg,satay bee hoon,all,cross_class_duplicate,HIGH
../foodsg-233\Grapefruit\3L9OKWT4QSM6LG2885XLKSC1.jpg,Grapefruit,all,cross_class_duplicate,HIGH
../foodsg-233\Pomelo\C128R0QX7LRX300M2E9UWOJJ.jpg,Pomelo,all,cross_class_duplicate,HIGH
../foodsg-233\kueh lapis - rainbow\ULVH8FJ3T3ZWBZ757X7UGX2M.jpg,kueh lapis - rainbow,all,cross_class_duplicate,HIGH
../foodsg-233\Kueh Salat\9ASJR6T8STKBJ8IRD13D47NK.jpg,Kueh Salat,all,cross_class_duplicate,HIGH
../foodsg-233\Pomelo\QKACBPI7WRGQQ1QW8A3G7EP7.jpg,Pomelo,all,cross_class_duplicate,HIGH
../foodsg-233\Grapefruit\2DDDI9UF18CAOWALPZ3DQF28.jpg,Grapefruit,all,cross_class_duplicate,HIGH
../foodsg-233\hokkien prawn mee\Q2XXM3DILEI3X1JNDD376ZKQ.jpg,hokkien prawn mee,all,cross_class_duplicate,HIGH
../foodsg-233\Prawn Noodle\WN5B70506QUVNYMV5EX41ZQM.jpg,Prawn Noodle,all,cross_class_duplicate,HIGH
../foodsg-233\chicken soup\OH9N44EKAHRGQA589E6JY2AF.jpg,chicken soup,all,cross_class_duplicate,HIGH
../foodsg-233\cream soup\LXZ0VJ6I10E497RZC9H7CJSZ.jpg,cream soup,all,cross_class_duplicate,HIGH
../foodsg-233\chin chow drink\IED18P7IGQB2GD18BUHROCUY.jpg,chin chow drink,all,cross_class_duplicate,HIGH
../foodsg-233\Bubble Milk Tea\PT4QUIXXXXJ0FVFGG19LN833.jpg,Bubble Milk Tea,all,cross_class_duplicate,HIGH
../foodsg-233\Duck Rice\2QDTD9LN2CKG1GAUDRHOM4QD.jpg,Duck Rice,all,cross_class_duplicate,HIGH
../foodsg-233\char siew\Z6R7T3PVUM244RPJLQS474EU.jpg,char siew,all,cross_class_duplicate,HIGH
../foodsg-233\Seafood Noodles Soup\85XIK4LAW0ZDFTLKEI5GNY86.jpg,Seafood Noodles Soup,all,cross_class_duplicate,HIGH
"../foodsg-233\Bee hoon, soto\95C0BUV1AHP9RROGNMYNJAO2.jpg","Bee hoon, soto",all,cross_class_duplicate,HIGH
../foodsg-233\whole grain bread\V1AEJQPU8XBPEHQA1WF4TDUU.jpg,whole grain bread,all,cross_class_duplicate,HIGH
